ac|en|fi|pt|ru|zh|ja|ko|de
[boots]||||||||
boots_normal_boots|Boots|Saappaat|Botas|Ботинки|靴子|ブーツ|부츠|Stiefel
boots_normal_heavy_boots|Heavy Boots|Raskaat Saappaat|Botas Pesadas|Тяжелые ботинки|重型靴|重いブーツ|무거운 부츠|Schwere Stiefel
boots_normal_light_plated_boots|Light Plated Boots|Kevyet Päälystetyt Saappaat|Botas Banhadas Leves|Легкие стальные ботинки|轻镀靴|プレートされた軽いブーツ|가벼운 도금 부츠|Leichte Plattenstiefel
boots_normal_chain_boots|Chain Boots|||||||
boots_normal_greaves|Greaves|||||||
boots_normal_battle_boots|Battle Boots|||||||
boots_normal_devilhide_boots|Devilhide Boots|||||||
boots_normal_mesh_boots|Mesh Boots|||||||
boots_normal_viperskin_boots|Viperskin Boots|||||||
boots_normal_war_boots|War Boots|||||||
boots_normal_boneweave_boots|Boneweave Boots|||||||
boots_normal_crusader_marchers|Crusader Marchers|||||||
boots_normal_demonplate_boots|Demonplate Boots|||||||
boots_normal_scarabshell_boots|Scarabshell Boots|||||||
boots_normal_wyrmhide_boots|Wyrmhide Boots|||||||
||||||||
[boots_unique]||||||||
boots_darkhide_boots|Darkhide Boots|Pimeänahkasaappaat|Botas de Pele Escura|Теневые Ботинки|暗黑靴|暗黒革のブーツ|검은 가죽 부츠|Dunkelhautstiefel
boots_tundra_marchers|Tundra Marchers|Tundra Marssijat|Marchadores da Tundra|Ботинки Тундры|苔原游行者|ツンドラのマーチャーズ|툰드라 행진부츠|Tundrastiefel
boots_tribal_boots|Tribal Boots|Heimosappaat|Botas Tribais|Племенные Меховые Ботинки|部落靴|部族のブーツ|부족 부츠|Stammesstiefel
boots_wizards_boots|Wizard Boots|Velhosaappaat|Botas de Feiticeiro|Ботинки Волшебника|巫师靴|ウィザードのブーツ|위자드 부츠|Zaubererstiefel
boots_mevius_mighty_marchers|Mevius' Mighty Marchers|Meviuksen Mahtavat Marssijat|Marchadores Poderosos de Mevius|Великолепные Ботинки Мевиуса|梅维乌斯强大的游行者|メビウスの偉大なマーチャーズ|뫼비우스의 힘의 행진부츠|Mevius' Mächtige Stiefel
boots_molten_boots|Molten Boots|Sulasaappaat|Marchadores Derretidos|Расплавленные Ботинки|炽热靴|溶岩のブーツ|녹은 부츠|Geschmolzene Stiefel
boots_frozen_marchers|Frozen Marchers|Jäiset Marssijat|Marchadores Congelados|Морозные Ботинки|冰霜游行者|凍結のブーツ|얼어붙은 행진부츠|Gefrorene Stiefel
boots_zeus_battle_boots|Zeus' Battle Boots|Zeuksen Taistelusaappaat|Botas de Batalha de Zeus|Ботинки Зевса|宙斯战斗靴|ゼウスのバトル・ブーツ|제우스 전쟁 부츠|Zeus' Kampfstiefel
boots_rednecks_working_boots|Redneck's Working Boots|Punaniskan Työkengät|Botas de Trabalho dos Camponeses|Ботинки Деревенщины|红脖子的工作靴|レッドネックの作業ブーツ|레드넥의 작업용 부츠|Redneck-Arbeitsstiefel
boots_pirate_captains_boots|Pirate Captain's Boots|Merirosvokapteenin Kengät|Botas do Capitão Pirata|Ботинки Капитана Пиратов|海盗船长的靴子|海賊船長のブーツ|해적 대위의 부츠|Stiefel des Piratenkapitäns
boots_death_lords_marchers|Death Lord's Marchers|Kuolemanherran Kengät|Marchadores do Senhor da Guerra|Ботинки Владыки Смерти|死神的游行者|デス・ロードのマーチャーズ|죽음의 신의 행진부츠|Stiefel des Todeslords
boots_vikings_sacred_boots|Viking's Sacred Boots|Viikingin Pyhäsaappaat|Botas Sagradas do Viking|Священные Ботинки  Викинга|维京人的圣靴|バイキングの神聖なブーツ|바이킹의 신성한 부츠|Heilige Wikingerstiefel
boots_boots_of_blood|Boots of Blood|Veren Saappaat|Botas de Sangue|Кровавые Сапоги|血之靴|血のブーツ|피의 장화|Stiefel des Blutes
boots_hermes_boots|Hermes Boots|Hermessaappaat|Botas Hermes|Сапоги Гермеса|爱马仕的靴子|エルメスブーツ|헤르메스 부츠|Hermesstiefel
boots_treasure_hunters_boots|Treasure Hunter's Boots|Aarteenetsijän Saappaat|Botas do Caçador de Tesouros|Сапоги Охотника за Сокровищами|宝藏猎人的靴子|トレジャーハンターのブーツ|보물 사냥꾼의 부츠|Stiefel des Schatzjägers
boots_gladiators_battle_sandals|Gladiator's Battle Sandals|Gladiaattorin Marssijat|Sandálias de Batalha do Gladiador|Сандали Гладиатора|角斗士的战斗凉鞋|グラディエーターのバトルサンダル|글라디에이터의 전투용 샌들|Kampfsandalen des Gladiators
boots_dantes_boots|Dante's Boots|||||||
boots_sacred_marchers|Sacred Marchers|Pyhämarssijat|Marcha Sagrada|Священные Сапоги|神圣的游行者|聖なる行進者|신성한 시위자|Heilige Marschierer
boots_boots_of_wild|Boots of Wild|Villin Saappaat|Botas do Selvagem|Сапоги Природы|荒野靴子|ブーツ・オブ・ワイルド|야생의 부츠|Stiefel der Wildnis
boots_flaming_marchers|Flaming Marchers|Liekehtivät Marssijat|Marchas Flamejantes|Ботинки Пламени|燃烧的游行者|炎の行進者|불타는 시위자|Flammende Marschierer
boots_mosarathim_marchers|Mos'Arathim Marchers|Mos'Arathim Marssijat|Marchas de Mos'Arathim|Ботинки Мос'Арасим|Mos'Arathim 游行者|モスアラティムの行進者|모스라팀 시위자|Mos'Arathim Marschierer
boots_vagabonds_marchers|Vagabond's Marchers|Kiertolaisen Marssijat|Marchadores Vagabundos|Сапоги Скитальца|流浪者的行军者|バガボンドの行進者|방랑자의 행진|Vagabunds Marschierer
boots_bone_conjurers_marchers|Bone Conjurer's Marchers|Luidentekijän Marssijat|Marchadores do Conjurador de Ossos|Ботинки Заклинателя Костей|骨术师的行军者|ボーンコンジュラーの行進者|뼈 마법사의 행군 자|Marschierer des Knochenbeschwörers
boots_lumberjacks_forestry_boots|Lumberjack's Forestry Boots|Tukkimiehen Turvakengät|Botas florestais de lenhador|Сапоги Лесоруба|伐木工人的林业长靴|木こりの林業用ブーツ|벌목꾼의 임업 장화|Holzfäller-Forststiefel
boots_bloodletters_plated_boots|Blood-letter's Plated Boots|Blood-letter's Plated Boots|Blood-letter's Plated Boots|Сапоги Кровопускателя|Blood-letter's Plated Boots|Blood-letter's Plated Boots|Blood-letter's Plated Boots|Blood-letter's Plated Boots
boots_shield_bearers_greaves|Shield Bearer's Greaves|Kilvenkäyttäjän Peltikengät|Grevas do Escudo|Ботинки Щитоносца|盾牌守卫者的胫甲|シールドベアラーのグリーブ|방패 운반자의 경갑|Beinschienen des Schildträgers
boots_juggernauts_victory_marchers|Juggernaut's Victory Marchers|Pysäyttämätön Voiman Voitonmarssijat|Marchadores da vitória de Juggernaut|Победные Ботинки Джаггернаута|剑圣的胜利游行者|ジャガーノートの勝利の行進者|저거너트의 승리 시위자|Juggernauts Siegesmarschierer
boots_justiciars_thunder_boots|Justiciar's Thunder Boots|Oikeuttajan Ukkoskengät|Botas Thunder do Juiz|Латные Сапоги Праведного|Justiciar的雷霆之靴|司法長官のサンダーブーツ|Justiciar의 천둥 장화|Justiciars Donnerstiefel
boots_lost_masters_marchers|Lost Master's Marchers|Kadonneen Mestarin Marssijat|Marchadores do Mestre Perdido|Ботинки Мастера|失落的大师行军|ロストマスターの行進者|잃어버린 주인의 행진|Die Marschierer des verlorenen Meisters
boots_earth_shapers_boots|Earth Shaper's Boots|Maanmuokkaajan Kengät|Botas modeladoras de terra|Сапоги Творца|造地者之靴|アースシェイパーのブーツ|지구 형성 자의 장화|Stiefel des Erdformers
boots_plunderers_deck_marchers|Plunderer's Deck Marchers|Laivojenupottajan Kansikengät|Marchadores do convés do saqueador|Сапоги Расхитительницы|掠夺者的甲板行军|プランダラのデッキマーチャー|약탈자의 갑판 행진|Plünderer Deckmarschierer
boots_battle_worn_boots|Battle Worn Boots|Taistelun kuluneet saappaat|Botas Usadas na Batalha|Battle Worn Boots|战场磨损的靴子|戦いで磨かれたブーツ|Battle Worn Boots|Schlacht getragene Stiefel
boots_steadfast_marchers|Steadfast Marchers|Lujaa marssijaa|Marchas rápidas|Steadfast Marchers|坚定的游行者|Steadfast Marchers|Steadfast Marchers|Unerschütterliche Marschierer
boots_spiked_greaves|Spiked Greaves|Piikkihartiat|Greaves pontiagudas|Spiked Greaves|带刺的长袍|スパイクグリーブス|Spiked Greaves|Stachelgamaschen
boots_arena_masters_marchers|Arena Master's Marchers|Arena Master's Marchers|Arena Master's Marchers|Arena Master's Marchers|Arena Master's Marchers|Arena Master's Marchers|Arena Master's Marchers|Arena Master's Marchers
boots_satans_molten_steps|Satan's Molten Steps|Saatanan sulatetut askeleet|Os Passos Fundidos de Satanás|Satan's Molten Steps|撒旦的熔岩台阶|サタンのモルテン・ステップ|Satan's Molten Steps|Geschmolzene Schritte des Satans
boots_pearlescent_dream|Pearlescent Dream|Sateenkaaren saappaat|Botas do Arco-Íris|Boots of the Rainbow|彩虹之靴|虹のブーツ|Boots of the Rainbow|Stiefel des Regenbogens
boots_manawoven_walkers|Mana-Woven Walkers|Mana Stompers|Mana Stompers|Mana Stompers|踩踏者（Mana Stompers|マナ・ストンプス|Mana Stompers|Mana-Stampfer
boots_whisper_walkers_feiyue|Whisper Walker's Feiyue|Whisper Walkerin Feiyue|Feiyue do Whisper Walker|Whisper Walker's Feiyue|语行者的飞跃|ウィスパーウォーカーの飛燕|Whisper Walker's Feiyue|Flüsterwanderer's Feiyue
boots_voodoo_stompers|Voodoo Stompers|Voodoo Stompers|Stompers de Vodu|Voodoo Stompers|巫毒踩踏者|Voodoo Stompers|Voodoo Stompers|Voodoo-Stampfer
boots_grand_wizards_silk_shoes|Grand Wizard's Silk Shoes|Suuren velhon silkkikengät|Sapatos de Seda do Grande Feiticeiro|Grand Wizard's Silk Shoes|大巫师的丝绸鞋|グランドウィザードのシルクシューズ|Grand Wizard's Silk Shoes|Seidenschuhe des großen Zauberers
boots_lava_treaders|Lava Treaders|Lava Treaders|Esteiras de Lava|Lava Treaders|熔岩踏浪者|Lava Treaders|Lava Treaders|Lava-Treter
boots_deep_chilled_marchers|Deep Chilled Marchers|Syvästi jäähdytetyt marssijat|Marchadores de Resfriamento Profundo|Deep Chilled Marchers|深冷的游行者|深冷地のマーチ|Deep Chilled Marchers|Tiefgekühlte Marschierer
boots_wind_walkers_step|Wind Walker’s Step|Tuulen kulkijat|Andadores de Vento|Wind Walkers|风行者|風の散歩者|Wind Walkers|Wind Walker
boots_arch_wizards_silk_boots|Arch Wizard’s Silk Boots|Arch Wizard’s Silk Boots|Arch Wizard’s Silk Boots|Arch Wizard’s Silk Boots|Arch Wizard’s Silk Boots|Arch Wizard’s Silk Boots|Arch Wizard’s Silk Boots|Arch Wizard’s Silk Boots
boots_chronomancers_omnipotence|Chronomancer's Omnipotence|Chronomancer's Omnipotence|Chronomancer's Omnipotence|Chronomancer's Omnipotence|Chronomancer's Omnipotence|Chronomancer's Omnipotence|Chronomancer's Omnipotence|Chronomancer's Omnipotence
boots_ymirs_freezing_boots|Ymir's Freezing Boots|Ymir's Freezing Boots|Ymir's Freezing Boots|Ymir's Freezing Boots|Ymir's Freezing Boots|Ymir's Freezing Boots|Ymir's Freezing Boots|Ymir's Freezing Boots
boots_einars_icy_stride|Einar's Icy Stride|Einar's Icy Stride|Einar's Icy Stride|Einar's Icy Stride|Einar's Icy Stride|Einar's Icy Stride|Einar's Icy Stride|Einar's Icy Stride
boots_grimbones_marchers|Grimbone's Marchers|Grimbone's Marchers|Grimbone's Marchers|Grimbone's Marchers|Grimbone's Marchers|Grimbone's Marchers|Grimbone's Marchers|Grimbone's Marchers
||||||||
[amulets]||||||||
amulets_normal_golden_amulet|Golden Amulet|Kulta-amuletti|Amuleto de Ouro|Золотой амулет|金色护身符|金のアミュレット|황금 부적|Goldamulett
amulets_normal_silver_necklace|Silver Necklace|Hopeakoru|Colar de Prata|Серебряное ожерелье|银项链|銀のネックレス|은 목걸이|Silberhalskette
amulets_normal_jade_stone|Jade Stone|||||||
amulets_normal_skull_trophy|Skull Trophy|||||||
amulets_normal_hawks_claw_amulet|Hawk's Claw Amulet|||||||
amulets_normal_elven_necklace|Elven Necklace|Haltijakoru|Colar de Elfo|Эльфийское ожерелье|精灵项链|エルフのネックレス|엘프 목걸이|Elfenhalskette
||||||||
[amulets_unique]||||||||
amulets_all_seeing_eye|All Seeing Eye|Kaikennäkevä Silmä|Olho que Tudo Vê|Всевидящее око|全能之眼|全能の目|모든 것을 보는 눈|Allsehendes Auge
amulets_high_demons_necklace|High Demon's Necklace|Suurdemonin Kaulakoru|Colar do Alto Demônio|Ожерелье Высшего Демона|大恶魔的项链|大デーモンのネックレス|상급 악마의 목걸이|Erzdämonenhalskette
amulets_satans_precious|Satan's Precious|Saatanan Silmäterä|Precioso de Satã|Око Сатаны|撒旦的珍宝|サタンの愛おしい物|사탄의 보물|Satans Schatz
amulets_shining_pearl|Shining Pearl|||||||
amulets_gurags_soul|Gurag's Soul|Guragin Sielu|Alma de Gurag|Душа Гурага|古拉格的灵魂|グーラグの魂|구라그의 영혼|Gurags Seele
amulets_anubis_oculus|Anubis Oculus|Anubis Oculus|Óculos de Anúbis|Око Анубиса|阿努比斯·奥库鲁斯|アヌビスの眼球|아누비스의 오큘러스|Anubis Okulus
amulets_tals_pendant|Tal's Pendant|Talin Riipus|Pingente de Tal|Подвеска Тала|塔尔吊坠|タルのペンダント|탈의 펜던트|Tals Anhänger
amulets_damiens_soulstone|Damien's Soulstone|Damienin Sielukivi|Pedra da Alma de Damien|Камень Душ Дэмиена|达米恩的灵魂石|デイミアンのソウルストーン|데미안의 소울스톤|Damiens Seelenstein
amulets_steves_necklace|Steve's Necklace|Teemun Kaulakoru|Colar de Steve|Ожерелье Стива|史蒂夫的项链|スティーブのネックレス|스티브의 목설이|Steves Halskette
amulets_baby_log_necklace|Baby Log Necklace|Pikkutukkikoru|Colar de Tora Bebê|Бревнышко|婴儿日志项链|ベビーログネックレス|아기 통나무 목걸이|Kette des Baby Log
amulets_treasure_pendant|Treasure Pendant|Aarreriipus|Pingente de Tesouro|Сокровище|宝藏吊坠|トレジャーペンダント|보물 펜던트|Schatzanhänger
amulets_ritual_pendant|Ritual Pendant|Rituaaliriipus|Pingente de Ritual|Ритуальный кулон|仪式吊坠|儀式のペンダント|의식 펜던트|Ritualanhänger
amulets_nobunagas_warrior_spirit|Nobunaga's Warrior Spirit|Nobunagan Soturihenki|Espírito Guerreiro de Nobunaga|Боевой Дух Нобунага|织田信长的武士精神|信長のウォリアースピリット|노부나가의 전사 정신|Nobunagas Kriegergeist
amulets_visages_eye|Visage's Eye|Kasvojen Silmä|Olho do Rostro|Амулет Безликого Бога Каонащи|容貌的眼睛|ヴィサージュアイ|얼굴의 눈|Auge der Visage
amulets_elders_heart|Elder's Heart|Vanhimman Sydän|Coração do Ancião|Сердце Древнего|老人的心|エルダーズハート|원로의 마음|Herz des Elders
amulets_devils_gem|Devil's Gem|Paholaisen Jalokivi|Gema do Diabo|Дьявольский Камень|魔鬼的宝石|デビルズジェム|악마의 보석|Edelstein des Teufels
amulets_aztec_necklace|Aztec Necklace|Atsteekkikoru|Colar Asteca|Ожерелье Ацтеков|爱捷特项链|アズテックネックレス|아즈텍 목걸이|Kette des Azteken
amulets_sacred_pendant|Sacred Pendant|Pyhäriipus|Pingente Sagrado|Священный Кулон|神圣的吊坠|聖なるペンダント|신성한 펜던트|Heiliger Anhänger
amulets_spirit_pendant|Spirit Pendant|Henkiriipus|Pingente de Espírito|Кулон Духов|精神吊坠|スピリットペンダント|영혼 펜던트|Geisteranhänger
amulets_rift_warriors_skull|Rift Warrior's Skull|Repeämäsoturin Kallo|Caveira do Guerreiro da Fenda|Амулет Воина Разлома|裂谷战士的头骨|リフトウォリアーズスカル|리프트 전사의 해골|Schädel des Riftkriegers
amulets_ravens_claw|Raven's Claw|Korpin Kynsi|Garra do Corvo|Коготь Ворона|乌鸦的爪子|レイブンズクロー|까마귀의 발톱|Klaue des Rabens
amulets_eye_of_horus|Earth Goliath's Protection|Horuksen Silmä|Olho de Horus|Глаз Хоруса|荷鲁斯之眼|ホルスの目|호루스의 눈|Auge des Horus
amulets_pyramid_pendant|Pyramid Pendant|Pyramidiriipus|Pingente de Pirâmide|Пирамида|金字塔吊坠|ピラミッドペンダント|피라미드 펜던트|Pyramidenanhänger
amulets_storm_pendant|Storm Pendant|Myrskyriipus|Pingente de Tempestade|Кулон Бури|风暴吊坠|ストームペンダント|스톰 펜던트|Sturmanhänger
amulets_travelers_compass|Traveler's Compass|Matkustajan Kompassi|Bússola do viajante|Компас Путешественника|旅行者指南针|旅行者のコンパス|여행자의 나침반|Reisekompass
amulets_pendant_of_eternity|Pendant of Eternity|Ikuisuuden riipus|Pingente da eternidade|Кулон Вечности|永恒吊坠|永遠のペンダント|영원의 펜던트|Anhänger der Ewigkeit
amulets_juggernauts_emblem|Juggernaut's Emblem|Pysäyttämätön Voiman Tunnus|Emblema do Juggernaut|Эмблема Джаггернаута|剑圣的徽记|ジャガーノートのエンブレム|저거너트의 상징|Juggernauts Emblem
amulets_engineers_master_pendant|Engineer's Master Pendant|Insinöörin Mestaririipus|Pingente Mestre do Engenheiro|Кулон Наставника Инженера|工程师的大师吊坠|エンジニアのマスターペンダント|엔지니어의 마스터 펜던트|Master-Anhänger des Ingenieurs
